#U1	H	C	F	X	E	A	L	M	B	G	D
76.67	49.99	0.68	5.05	3	14.06	10.1	49.99	28.93	35.18	2.78	49.99
76.7	49.99	0.72	5.04	3.06	14.1	10.14	49.99	29.07	35.34	2.8	49.99
76.72	49.99	0.71	5.09	3.07	14.15	10.18	49.99	29.19	35.56	2.78	49.99
76.75	49.99	0.68	5.12	3.04	14.24	10.28	49.99	29.34	35.8	2.79	49.99
76.77	49.99	0.71	5.1	3.09	14.3	10.33	49.99	29.48	35.98	2.82	49.99
76.8	49.99	0.72	5.13	3.12	14.33	10.34	49.99	29.59	36.17	2.81	49.99
76.82	49.99	0.69	5.17	3.1	14.43	10.43	49.99	29.73	36.43	2.81	49.99
76.84	49.99	0.7	5.16	3.12	14.49	10.51	49.99	29.89	36.62	2.84	49.99
76.87	49.99	0.74	5.17	3.17	14.52	10.53	49.99	30.01	36.82	2.84	49.99
76.89	49.99	0.71	5.23	3.15	14.6	10.6	49.99	30.14	37.09	2.83	49.99
76.92	49.99	0.71	5.22	3.15	14.69	10.69	49.99	30.31	37.32	2.86	49.99
76.94	49.99	0.75	5.23	3.21	14.72	10.73	49.99	30.45	37.5	2.88	49.99
76.97	49.99	0.74	5.27	3.21	14.77	10.77	49.99	30.56	37.77	2.86	49.99
76.99	49.99	0.72	5.29	3.2	14.87	10.88	49.99	30.74	38.03	2.88	49.99
77.02	49.99	0.75	5.27	3.26	14.92	10.93	49.99	30.89	38.22	2.91	49.99
77.04	49.99	0.76	5.31	3.29	14.97	10.97	49.99	31.01	38.46	2.89	49.99
77.06	49.99	0.73	5.35	3.25	15.07	11.07	49.99	31.16	38.73	2.9	49.99
77.09	49.99	0.75	5.33	3.3	15.14	11.14	49.99	31.31	38.93	2.93	49.99
77.11	49.99	0.77	5.36	3.34	15.17	11.16	49.99	31.43	39.16	2.93	49.99
77.14	49.99	0.75	5.41	3.32	15.26	11.25	49.99	31.57	39.45	2.92	49.99
77.16	49.99	0.75	5.4	3.34	15.34	11.35	49.99	31.74	39.7	2.96	49.99
77.19	49.99	0.78	5.4	3.4	15.37	11.38	49.99	31.88	39.92	2.96	49.99
77.21	49.99	0.77	5.46	3.4	15.44	11.46	49.99	32.02	40.21	2.95	49.99
77.24	49.99	0.75	5.47	3.39	15.55	11.57	49.99	32.2	40.49	2.97	49.99
77.26	49.99	0.79	5.46	3.45	15.59	11.62	49.99	32.35	40.71	3	49.99
77.28	49.99	0.79	5.5	3.47	15.65	11.68	49.99	32.48	40.99	2.98	49.99
77.31	49.99	0.76	5.52	3.45	15.75	11.79	49.99	32.66	41.3	2.99	49.99
77.33	49.99	0.79	5.52	3.5	15.8	11.87	49.99	32.83	41.53	3.02	49.99
77.36	49.99	0.81	5.54	3.54	15.84	11.9	49.99	32.95	41.79	3.02	49.99
77.38	49.99	0.78	5.59	3.52	15.95	12.02	49.99	33.11	42.09	3.02	49.99
77.41	49.99	0.79	5.57	3.55	16.03	12.1	49.99	33.29	42.35	3.05	49.99
77.43	49.99	0.83	5.59	3.61	16.06	12.14	49.99	33.43	42.59	3.06	49.99
77.46	49.99	0.78	5.65	3.59	16.15	12.24	49.99	33.58	42.91	3.04	49.99
77.48	49.99	0.78	5.64	3.6	16.24	12.35	49.99	33.77	43.19	3.07	49.99
77.5	49.99	0.81	5.64	3.67	16.28	12.4	49.99	33.93	43.42	3.09	49.99
77.53	49.99	0.8	5.69	3.67	16.35	12.47	49.99	34.08	43.74	3.07	49.99
77.55	49.99	0.78	5.71	3.66	16.46	12.6	49.99	34.27	44.04	3.09	49.99
77.58	49.99	0.82	5.71	3.72	16.52	12.67	49.99	34.45	44.28	3.12	49.99
77.6	49.99	0.83	5.75	3.75	16.58	12.72	49.99	34.59	44.57	3.11	49.99
77.63	49.99	0.8	5.79	3.72	16.69	12.84	49.99	34.77	44.89	3.11	49.99
77.65	49.99	0.82	5.78	3.77	16.75	12.93	49.99	34.95	45.14	3.14	49.99
77.68	49.99	0.85	5.8	3.82	16.79	12.97	49.99	35.08	45.4	3.14	49.99
77.7	49.99	0.82	5.86	3.8	16.88	13.08	49.99	35.23	45.73	3.14	49.99
77.72	49.99	0.82	5.85	3.83	16.98	13.19	49.99	35.44	46	3.16	49.99
77.75	49.99	0.86	5.86	3.89	17.02	13.24	49.99	35.6	46.26	3.18	49.99
77.77	49.99	0.85	5.91	3.88	17.1	13.33	49.99	35.75	46.57	3.16	49.99
77.8	49.99	0.83	5.93	3.88	17.22	13.46	49.99	35.95	46.82	3.18	49.99
77.82	49.99	0.87	5.92	3.95	17.26	13.51	49.99	36.14	47.05	3.21	49.99
77.85	49.99	0.85	5.97	3.93	17.33	13.6	49.99	36.28	47.32	3.2	49.99
77.87	49.99	0.84	6	3.95	17.45	13.73	49.99	36.47	47.55	3.21	49.99
77.89	49.99	0.9	5.99	4.04	17.51	13.76	49.99	36.66	47.74	3.25	49.99
77.92	49.99	0.88	6.03	4.04	17.57	13.85	49.99	36.81	47.97	3.24	49.99
77.94	49.99	0.85	6.07	4.01	17.68	13.99	49.99	36.98	48.19	3.23	49.99
77.97	49.99	0.91	6.07	4.11	17.76	14.05	49.99	37.18	48.34	3.27	49.99
77.99	49.99	0.9	6.08	4.12	17.82	14.09	49.99	37.32	48.52	3.28	49.99
78.02	49.99	0.85	6.14	4.08	17.92	14.25	49.99	37.49	48.72	3.26	49.99
78.04	49.99	0.89	6.14	4.15	18.01	14.32	49.99	37.7	48.86	3.29	49.99
78.07	49.99	0.93	6.15	4.2	18.06	14.36	49.99	37.88	49	3.31	49.99
78.09	49.99	0.88	6.2	4.15	18.14	14.47	49.99	38.03	49.18	3.3	49.99
78.11	49.99	0.92	6.22	4.2	18.26	14.58	49.99	38.24	49.29	3.31	49.99
78.14	49.99	0.98	6.22	4.28	18.33	14.62	49.99	38.43	49.38	3.35	49.99
78.16	49.99	0.95	6.26	4.25	18.4	14.73	49.99	38.58	49.52	3.34	49.99
78.19	49.99	0.92	6.31	4.25	18.52	14.87	49.99	38.77	49.61	3.35	49.99
78.21	49.99	0.99	6.29	4.34	18.6	14.91	49.99	38.96	49.66	3.38	49.99
78.24	49.99	0.98	6.31	4.35	18.65	14.98	49.99	39.1	49.75	3.38	49.99
78.26	49.99	0.93	6.36	4.32	18.76	15.13	49.99	39.28	49.84	3.37	49.99
78.29	49.99	0.98	6.36	4.4	18.86	15.2	49.99	39.49	49.86	3.4	49.99
78.31	49.99	1.01	6.37	4.44	18.92	15.24	49.99	39.67	49.9	3.42	49.99
78.33	49.99	0.95	6.43	4.4	19.01	15.4	49.99	39.84	49.96	3.4	49.99
78.36	49.99	0.99	6.45	4.46	19.12	15.5	49.99	40.06	49.96	3.42	49.99
78.38	49.99	1.03	6.44	4.53	19.18	15.54	49.99	40.24	49.96	3.46	49.99
78.41	49.99	0.99	6.5	4.49	19.26	15.66	49.99	40.4	49.99	3.45	49.99
78.43	49.99	0.98	6.53	4.52	19.38	15.8	49.99	40.61	49.99	3.45	49.99
78.46	49.99	1.04	6.53	4.61	19.46	15.83	49.99	40.82	49.99	3.49	49.99
78.48	49.99	1.02	6.57	4.6	19.52	15.93	49.99	40.97	49.99	3.49	49.99
78.51	49.99	1.02	6.61	4.61	19.64	16.07	49.99	41.14	49.99	3.48	49.99
78.53	49.99	1.06	6.6	4.67	19.74	16.12	49.99	41.35	49.99	3.51	49.99
78.55	49.99	1.03	6.61	4.65	19.79	16.24	49.99	41.51	49.99	3.53	49.99
78.58	49.99	1.03	6.68	4.67	19.89	16.36	49.99	41.69	49.99	3.52	49.99
78.6	49.99	1.07	6.69	4.75	20	16.42	49.99	41.92	49.99	3.55	49.99
78.63	49.99	1.06	6.69	4.75	20.05	16.51	49.99	42.1	49.99	3.57	49.99
78.65	49.99	1.05	6.75	4.75	20.13	16.66	49.99	42.28	49.99	3.56	49.99
78.68	49.99	1.08	6.77	4.82	20.26	16.73	49.99	42.5	49.99	3.57	49.99
78.7	49.99	1.09	6.76	4.85	20.34	16.81	49.99	42.7	49.99	3.6	49.99
78.73	49.99	1.07	6.8	4.83	20.42	16.95	49.99	42.87	49.99	3.6	49.99
78.75	49.99	1.09	6.84	4.89	20.54	17.08	49.99	43.08	49.99	3.58	49.99
78.77	49.99	1.12	6.84	4.93	20.62	17.14	49.99	43.3	49.99	3.62	49.99
78.8	49.99	1.09	6.86	4.93	20.68	17.26	49.99	43.46	49.99	3.63	49.99
78.82	49.99	1.09	6.92	4.96	20.79	17.38	49.99	43.64	49.99	3.61	49.99
78.85	49.99	1.13	6.92	5.03	20.9	17.45	49.99	43.86	49.99	3.64	49.99
78.87	49.99	1.12	6.94	5.02	20.96	17.56	49.99	44.05	49.99	3.67	49.99
78.9	49.99	1.1	6.99	5.03	21.06	17.7	49.99	44.24	49.99	3.66	49.99
78.92	49.99	1.14	7.01	5.1	21.19	17.78	49.99	44.47	49.99	3.67	49.99
78.94	49.99	1.14	7	5.12	21.25	17.87	49.99	44.68	49.99	3.7	49.99
78.97	49.99	1.11	7.06	5.12	21.34	18.02	49.99	44.86	49.99	3.69	49.99
78.99	49.99	1.15	7.1	5.19	21.47	18.12	49.99	45.07	49.99	3.7	49.99
79.02	49.99	1.17	7.09	5.23	21.56	18.19	49.99	45.29	49.99	3.74	49.99
79.04	49.99	1.14	7.13	5.21	21.63	18.33	49.99	45.47	49.99	3.73	49.99
79.07	49.99	1.15	7.18	5.26	21.75	18.45	49.99	45.67	49.99	3.73	49.99
79.09	49.99	1.19	7.17	5.31	21.85	18.51	49.99	45.9	49.99	3.77	49.99
79.12	49.99	1.17	7.19	5.31	21.9	18.64	49.99	46.08	49.99	3.78	49.99
79.14	49.99	1.16	7.25	5.33	22.02	18.77	49.99	46.28	49.99	3.77	49.99
79.16	49.99	1.21	7.26	5.41	22.14	18.85	49.99	46.52	49.99	3.79	49.99
79.19	49.99	1.2	7.27	5.41	22.21	18.96	49.99	46.73	49.99	3.82	49.99
79.21	49.99	1.17	7.33	5.42	22.32	19.11	49.99	46.9	49.99	3.81	49.99
79.24	49.99	1.21	7.35	5.49	22.45	19.2	49.99	47.14	49.99	3.81	49.99
79.26	49.99	1.23	7.35	5.51	22.54	19.29	49.99	47.33	49.99	3.85	49.99
79.29	49.99	1.2	7.39	5.5	22.62	19.45	49.99	47.51	49.99	3.85	49.99
79.31	49.99	1.22	7.44	5.57	22.76	19.55	49.99	47.72	49.99	3.85	49.99
79.34	49.99	1.25	7.43	5.62	22.85	19.62	49.99	47.9	49.99	3.89	49.99
79.36	49.99	1.22	7.46	5.6	22.92	19.76	49.99	48.05	49.99	3.9	49.99
79.38	49.99	1.22	7.52	5.64	23.05	19.88	49.99	48.23	49.99	3.88	49.99
79.41	49.99	1.26	7.52	5.71	23.16	19.96	49.99	48.4	49.99	3.92	49.99
79.43	49.99	1.25	7.54	5.71	23.23	20.08	49.99	48.52	49.99	3.94	49.99
79.46	49.99	1.23	7.59	5.72	23.34	20.23	49.99	48.68	49.99	3.92	49.99
79.48	49.99	1.28	7.61	5.79	23.48	20.32	49.99	48.84	49.99	3.94	49.99
79.51	49.99	1.28	7.6	5.81	23.55	20.42	49.99	48.96	49.99	3.98	49.99
79.53	49.99	1.24	7.66	5.81	23.65	20.57	49.99	49.07	49.99	3.97	49.99
79.56	49.99	1.28	7.7	5.88	23.79	20.67	49.99	49.21	49.99	3.98	49.99
79.58	49.99	1.3	7.7	5.92	23.87	20.76	49.99	49.3	49.99	4.01	49.99
79.6	49.99	1.27	7.74	5.91	23.96	20.91	49.99	49.38	49.99	4.02	49.99
79.63	49.99	1.28	7.79	5.93	24.09	21.04	49.99	49.49	49.99	4.01	49.99
79.65	49.99	1.32	7.79	5.99	24.2	21.11	49.99	49.57	49.99	4.04	49.99
79.68	49.99	1.3	7.8	5.98	24.28	21.24	49.99	49.62	49.99	4.06	49.99
79.7	49.99	1.29	7.86	6	24.41	21.38	49.99	49.7	49.99	4.05	49.99
79.73	49.99	1.33	7.88	6.08	24.54	21.46	49.99	49.78	49.99	4.07	49.99
79.75	49.99	1.33	7.89	6.09	24.61	21.58	49.99	49.81	49.99	4.1	49.99
79.78	49.99	1.3	7.95	6.09	24.72	21.74	49.99	49.86	49.99	4.09	49.99
79.8	49.99	1.34	7.98	6.17	24.86	21.84	49.99	49.91	49.99	4.1	49.99
79.82	49.99	1.36	7.98	6.2	24.95	21.94	49.99	49.93	49.99	4.14	49.99
79.85	49.99	1.33	8.02	6.19	25.04	22.09	49.99	49.94	49.99	4.14	49.99
79.87	49.99	1.35	8.06	6.26	25.18	22.21	49.99	49.99	49.99	4.13	49.99
79.9	49.99	1.38	8.07	6.31	25.28	22.29	49.99	49.99	49.99	4.17	49.99
79.92	49.99	1.35	8.1	6.3	25.36	22.45	49.99	49.99	49.99	4.19	49.99
79.95	49.99	1.35	8.16	6.34	25.49	22.58	49.99	49.99	49.99	4.17	49.99
79.97	49.99	1.39	8.16	6.41	25.61	22.66	49.99	49.99	49.99	4.19	49.99
79.99	49.99	1.38	8.17	6.4	25.69	22.8	49.99	49.99	49.99	4.22	49.99
80.02	49.99	1.36	8.23	6.42	25.81	22.95	49.99	49.99	49.99	4.21	49.99
80.04	49.99	1.41	8.26	6.49	25.95	23.04	49.99	49.99	49.99	4.22	49.99
80.07	49.99	1.42	8.25	6.51	26.03	23.15	49.99	49.99	49.99	4.26	49.99
80.09	49.99	1.39	8.31	6.52	26.1	23.31	49.99	49.99	49.99	4.26	49.99
80.12	49.99	1.42	8.35	6.59	26.25	23.43	49.99	49.99	49.99	4.26	49.99
80.14	49.99	1.44	8.34	6.64	26.35	23.52	49.99	49.99	49.99	4.3	49.99
80.17	49.99	1.42	8.39	6.62	26.44	23.68	49.99	49.99	49.99	4.3	49.99
80.19	49.99	1.43	8.44	6.68	26.58	23.81	49.99	49.99	49.99	4.29	49.99
80.21	49.99	1.47	8.44	6.74	26.7	23.89	49.99	49.99	49.99	4.32	49.99
80.24	49.99	1.45	8.46	6.73	26.78	24.03	49.99	49.99	49.99	4.34	49.99
80.26	49.99	1.44	8.52	6.76	26.9	24.18	49.99	49.99	49.99	4.31	49.99
80.29	49.99	1.51	8.54	6.87	27.04	24.24	49.99	49.99	49.99	4.33	49.99
80.31	49.99	1.45	8.53	6.83	27.12	24.42	49.99	49.99	49.99	4.37	49.99
80.34	49.99	1.46	8.59	6.89	27.23	24.55	49.99	49.99	49.99	4.36	49.99
80.36	49.99	1.53	8.63	6.98	27.37	24.62	49.99	49.99	49.99	4.36	49.99
80.39	49.99	1.5	8.63	6.95	27.46	24.78	49.99	49.99	49.99	4.4	49.99
80.41	49.99	1.46	8.68	6.98	27.56	24.95	49.99	49.99	49.99	4.41	49.99
80.43	49.99	1.54	8.72	7.08	27.71	25.02	49.99	49.99	49.99	4.4	49.99
80.46	49.99	1.53	8.72	7.08	27.83	25.15	49.99	49.99	49.99	4.43	49.99
80.48	49.99	1.48	8.75	7.06	27.9	25.33	49.99	49.99	49.99	4.45	49.99
80.51	49.99	1.53	8.81	7.17	28.04	25.42	49.99	49.99	49.99	4.44	49.99
80.53	49.99	1.57	8.81	7.19	28.17	25.5	49.99	49.99	49.99	4.46	49.99
80.56	49.99	1.5	8.83	7.17	28.25	25.7	49.99	49.99	49.99	4.49	49.99
80.58	49.99	1.54	8.89	7.24	28.37	25.83	49.99	49.99	49.99	4.48	49.99
80.61	49.99	1.59	8.92	7.31	28.53	25.9	49.99	49.99	49.99	4.49	49.99
80.63	49.99	1.55	8.91	7.28	28.63	26.06	49.99	49.99	49.99	4.53	49.99
80.65	49.99	1.54	8.97	7.33	28.74	26.22	49.99	49.99	49.99	4.53	49.99
80.68	49.99	1.61	9.01	7.42	28.89	26.29	49.99	49.99	49.99	4.52	49.99
80.7	49.99	1.59	9.01	7.41	29	26.44	49.99	49.99	49.99	4.56	49.99
80.73	49.99	1.55	9.05	7.42	29.09	26.62	49.99	49.99	49.99	4.57	49.99
80.75	49.99	1.61	9.1	7.52	29.27	26.71	49.99	49.99	49.99	4.56	49.99
80.78	49.99	1.63	9.09	7.53	29.38	26.81	49.99	49.99	49.99	4.59	49.99
80.8	49.99	1.57	9.12	7.51	29.46	26.99	49.99	49.99	49.99	4.61	49.99
80.83	49.99	1.61	9.19	7.6	29.6	27.1	49.99	49.99	49.99	4.61	49.99
80.85	49.99	1.66	9.21	7.66	29.75	27.18	49.99	49.99	49.99	4.62	49.99
80.87	49.99	1.6	9.22	7.62	29.84	27.38	49.99	49.99	49.99	4.66	49.99
80.9	49.99	1.61	9.28	7.69	29.96	27.53	49.99	49.99	49.99	4.65	49.99
80.92	49.99	1.67	9.31	7.78	30.1	27.6	49.99	49.99	49.99	4.67	49.99
80.95	49.99	1.63	9.3	7.75	30.21	27.79	49.99	49.99	49.99	4.71	49.99
80.97	49.99	1.65	9.37	7.82	30.32	27.91	49.99	49.99	49.99	4.71	49.99
81	49.99	1.69	9.42	7.87	30.48	28.02	49.99	49.99	49.99	4.71	49.99
81.02	49.99	1.66	9.4	7.88	30.57	28.19	49.99	49.99	49.99	4.75	49.99
81.04	49.99	1.66	9.47	7.93	30.68	28.33	49.99	49.99	49.99	4.74	49.99
81.07	49.99	1.71	9.51	8	30.86	28.42	49.99	49.99	49.99	4.72	49.99
81.09	49.99	1.69	9.48	7.99	30.95	28.57	49.99	49.99	49.99	4.78	49.99
81.12	49.99	1.67	9.54	8.01	31.04	28.73	49.99	49.99	49.99	4.78	49.99
81.14	49.99	1.72	9.61	8.09	31.22	28.83	49.99	49.99	49.99	4.76	49.99
81.17	49.99	1.73	9.59	8.1	31.35	28.95	49.99	49.99	49.99	4.8	49.99
81.19	49.99	1.69	9.62	8.11	31.41	29.13	49.99	49.99	49.99	4.83	49.99
81.22	49.99	1.72	9.7	8.19	31.57	29.24	49.99	49.99	49.99	4.79	49.99
81.24	49.99	1.75	9.7	8.23	31.73	29.34	49.99	49.99	49.99	4.82	49.99
81.26	49.99	1.72	9.7	8.22	31.8	29.51	49.99	49.99	49.99	4.87	49.99
81.29	49.99	1.7	9.79	8.29	31.93	29.65	49.99	49.99	49.99	4.85	49.99
81.31	49.99	1.74	9.82	8.35	32.11	29.75	49.99	49.99	49.99	4.85	49.99
81.34	49.99	1.72	9.81	8.35	32.19	29.91	49.99	49.99	49.99	4.91	49.99
81.36	49.99	1.71	9.87	8.38	32.28	30.06	49.99	49.99	49.99	4.9	49.99
81.39	49.99	1.76	9.93	8.46	32.47	30.16	49.99	49.99	49.99	4.88	49.99
81.41	49.99	1.75	9.91	8.46	32.58	30.3	49.99	49.99	49.99	4.93	49.99
81.44	49.99	1.72	9.96	8.48	32.67	30.46	49.99	49.99	49.99	4.95	49.99
81.46	49.99	1.77	10.03	8.56	32.85	30.57	49.99	49.99	49.99	4.92	49.99
81.48	49.99	1.78	10.03	8.58	32.98	30.69	49.99	49.99	49.99	4.95	49.99
81.51	49.99	1.75	10.04	8.58	33.04	30.86	49.99	49.99	49.99	4.99	49.99
81.53	49.99	1.77	10.13	8.66	33.2	30.99	49.99	49.99	49.99	4.97	49.99
81.56	49.99	1.81	10.13	8.71	33.36	31.09	49.99	49.99	49.99	4.97	49.99
81.58	49.99	1.78	10.12	8.7	33.45	31.26	49.99	49.99	49.99	5.03	49.99
81.61	49.99	1.77	10.2	8.75	33.57	31.39	49.99	49.99	49.99	5.02	49.99
81.63	49.99	1.81	10.24	8.81	33.74	31.48	49.99	49.99	49.99	5.01	49.99
81.66	49.99	1.8	10.21	8.81	33.84	31.62	49.99	49.99	49.99	5.07	49.99
81.68	49.99	1.78	10.29	8.82	33.95	31.78	49.99	49.99	49.99	5.05	49.99
81.7	49.99	1.83	10.31	8.9	34.11	31.88	49.99	49.99	49.99	5.07	49.99
81.73	49.99	1.84	10.32	8.92	34.21	32	49.99	49.99	49.99	5.11	49.99
81.75	49.99	1.8	10.38	8.93	34.33	32.17	49.99	49.99	49.99	5.11	49.99
81.78	49.99	1.84	10.42	9.01	34.49	32.28	49.99	49.99	49.99	5.1	49.99
81.8	49.99	1.86	10.43	9.05	34.61	32.38	49.99	49.99	49.99	5.14	49.99
81.83	49.99	1.82	10.47	9.04	34.72	32.55	49.99	49.99	49.99	5.16	49.99
81.85	49.99	1.84	10.52	9.1	34.89	32.69	49.99	49.99	49.99	5.15	49.99
81.88	49.99	1.88	10.52	9.15	35.02	32.77	49.99	49.99	49.99	5.17	49.99
81.9	49.99	1.86	10.54	9.14	35.11	32.92	49.99	49.99	49.99	5.2	49.99
81.92	49.99	1.84	10.61	9.18	35.25	33.06	49.99	49.99	49.99	5.19	49.99
81.95	49.99	1.92	10.62	9.25	35.39	33.15	49.99	49.99	49.99	5.2	49.99
81.97	49.99	1.92	10.62	9.25	35.47	33.28	49.99	49.99	49.99	5.24	49.99
82	49.99	1.88	10.69	9.26	35.6	33.43	49.99	49.99	49.99	5.23	49.99
82.02	49.99	1.92	10.72	9.34	35.75	33.53	49.99	49.99	49.99	5.23	49.99
82.05	49.99	1.94	10.71	9.36	35.85	33.63	49.99	49.99	49.99	5.27	49.99
82.07	49.99	1.91	10.77	9.36	35.97	33.8	49.99	49.99	49.99	5.27	49.99
82.1	49.99	1.93	10.82	9.43	36.13	33.91	49.99	49.99	49.99	5.27	49.99
82.12	49.99	1.96	10.82	9.47	36.25	34	49.99	49.99	49.99	5.3	49.99
82.14	49.99	1.93	10.85	9.46	36.34	34.16	49.99	49.99	49.99	5.32	49.99
82.17	49.99	1.93	10.91	9.51	36.49	34.29	49.99	49.99	49.99	5.31	49.99
82.19	49.99	1.98	10.93	9.57	36.63	34.36	49.99	49.99	49.99	5.32	49.99
82.22	49.99	1.96	10.94	9.56	36.71	34.5	49.99	49.99	49.99	5.36	49.99
82.24	49.99	1.94	11.01	9.58	36.84	34.64	49.99	49.99	49.99	5.35	49.99
82.27	49.99	1.99	11.03	9.66	36.99	34.72	49.99	49.99	49.99	5.35	49.99
82.29	49.99	2	11.04	9.67	37.09	34.84	49.99	49.99	49.99	5.39	49.99
82.31	49.99	1.96	11.1	9.67	37.19	35	49.99	49.99	49.99	5.39	49.99
82.34	49.99	1.98	11.14	9.75	37.36	35.09	49.99	49.99	49.99	5.38	49.99
82.36	49.99	2.01	11.13	9.78	37.46	35.18	49.99	49.99	49.99	5.41	49.99
82.39	49.99	1.98	11.18	9.76	37.56	35.34	49.99	49.99	49.99	5.42	49.99
82.41	49.99	1.99	11.23	9.81	37.72	35.45	49.99	49.99	49.99	5.41	49.99
82.44	49.99	2.03	11.23	9.87	37.83	35.52	49.99	49.99	49.99	5.43	49.99
82.46	49.99	2.01	11.25	9.85	37.91	35.67	49.99	49.99	49.99	5.46	49.99
82.49	49.99	2	11.32	9.89	38.04	35.8	49.99	49.99	49.99	5.44	49.99
82.51	49.99	2.04	11.34	9.96	38.17	35.87	49.99	49.99	49.99	5.45	49.99
82.53	49.99	2.04	11.34	9.96	38.25	35.99	49.99	49.99	49.99	5.49	49.99
82.56	49.99	2	11.4	9.97	38.36	36.14	49.99	49.99	49.99	5.49	49.99
82.58	49.99	2.07	11.43	10.04	38.51	36.22	49.99	49.99	49.99	5.48	49.99
82.61	49.99	2.09	11.43	10.05	38.6	36.32	49.99	49.99	49.99	5.51	49.99
82.63	49.99	2.05	11.49	10.05	38.7	36.48	49.99	49.99	49.99	5.52	49.99
82.66	49.99	2.07	11.53	10.12	38.85	36.57	49.99	49.99	49.99	5.5	49.99
82.68	49.99	2.11	11.53	10.16	38.97	36.66	49.99	49.99	49.99	5.53	49.99
82.71	49.99	2.08	11.56	10.15	39.04	36.81	49.99	49.99	49.99	5.55	49.99
82.73	49.99	2.1	11.63	10.23	39.18	36.89	49.99	49.99	49.99	5.54	49.99
82.75	49.99	2.14	11.63	10.24	39.31	36.96	49.99	49.99	49.99	5.55	49.99
82.78	49.99	2.07	11.64	10.21	39.38	37.13	49.99	49.99	49.99	5.58	49.99
82.8	49.99	2.09	11.7	10.28	39.5	37.23	49.99	49.99	49.99	5.57	49.99
82.83	49.99	2.15	11.71	10.35	39.63	37.27	49.99	49.99	49.99	5.57	49.99
82.85	49.99	2.11	11.71	10.3	39.71	37.43	49.99	49.99	49.99	5.6	49.99
82.88	49.99	2.09	11.76	10.35	39.81	37.56	49.99	49.99	49.99	5.6	49.99
82.9	49.99	2.16	11.81	10.43	39.96	37.59	49.99	49.99	49.99	5.59	49.99
82.93	49.99	2.14	11.8	10.4	40.06	37.72	49.99	49.99	49.99	5.62	49.99
82.95	49.99	2.09	11.83	10.41	40.14	37.88	49.99	49.99	49.99	5.64	49.99
82.97	49.99	2.15	11.89	10.51	40.28	37.93	49.99	49.99	49.99	5.62	49.99
83	49.99	2.18	11.88	10.51	40.39	38.04	49.99	49.99	49.99	5.64	49.99
83.02	49.99	2.11	11.9	10.49	40.47	38.2	49.99	49.99	49.99	5.67	49.99
83.05	49.99	2.14	11.95	10.57	40.59	38.27	49.99	49.99	49.99	5.66	49.99
83.07	49.99	2.19	11.96	10.6	40.72	38.33	49.99	49.99	49.99	5.66	49.99
83.1	49.99	2.13	11.98	10.56	40.79	38.5	49.99	49.99	49.99	5.68	49.99
83.12	49.99	2.13	12.03	10.62	40.9	38.6	49.99	49.99	49.99	5.68	49.99
83.15	49.99	2.2	12.06	10.7	41.04	38.64	49.99	49.99	49.99	5.67	49.99
83.17	49.99	2.17	12.05	10.66	41.12	38.78	49.99	49.99	49.99	5.71	49.99
83.19	49.99	2.14	12.1	10.69	41.22	38.92	49.99	49.99	49.99	5.71	49.99
83.22	49.99	2.21	12.14	10.78	41.36	38.95	49.99	49.99	49.99	5.7	49.99
83.24	49.99	2.18	12.13	10.77	41.47	39.08	49.99	49.99	49.99	5.72	49.99
83.27	49.99	2.12	12.16	10.76	41.55	39.23	49.99	49.99	49.99	5.74	49.99
83.29	49.99	2.16	12.22	10.85	41.69	39.28	49.99	49.99	49.99	5.73	49.99
83.32	49.99	2.2	12.22	10.86	41.8	39.37	49.99	49.99	49.99	5.73	49.99
83.34	49.99	2.14	12.23	10.83	41.88	39.53	49.99	49.99	49.99	5.77	49.99
83.36	49.99	2.16	12.28	10.9	42	39.6	49.99	49.99	49.99	5.76	49.99
83.39	49.99	2.2	12.29	10.92	42.14	39.67	49.99	49.99	49.99	5.75	49.99
83.41	49.99	2.16	12.29	10.92	42.21	39.83	49.99	49.99	49.99	5.79	49.99
83.44	49.99	2.19	12.35	10.99	42.31	39.9	49.99	49.99	49.99	5.79	49.99
83.46	49.99	2.21	12.38	11.02	42.45	39.99	49.99	49.99	49.99	5.78	49.99
83.49	49.99	2.18	12.38	11	42.54	40.13	49.99	49.99	49.99	5.8	49.99
83.51	49.99	2.18	12.41	11.05	42.62	40.22	49.99	49.99	49.99	5.82	49.99
83.54	49.99	2.23	12.45	11.1	42.77	40.28	49.99	49.99	49.99	5.8	49.99
83.56	49.99	2.2	12.44	11.09	42.88	40.42	49.99	49.99	49.99	5.82	49.99
83.58	49.99	2.19	12.45	11.12	42.95	40.53	49.99	49.99	49.99	5.84	49.99
83.61	49.99	2.23	12.51	11.18	43.07	40.59	49.99	49.99	49.99	5.83	49.99
83.63	49.99	2.23	12.52	11.17	43.19	40.69	49.99	49.99	49.99	5.83	49.99
83.66	49.99	2.19	12.52	11.17	43.25	40.81	49.99	49.99	49.99	5.86	49.99
83.68	49.99	2.23	12.58	11.24	43.34	40.87	49.99	49.99	49.99	5.86	49.99
83.71	49.99	2.25	12.6	11.25	43.48	40.95	49.99	49.99	49.99	5.85	49.99
83.73	49.99	2.21	12.59	11.24	43.55	41.08	49.99	49.99	49.99	5.88	49.99
83.76	49.99	2.23	12.63	11.3	43.64	41.15	49.99	49.99	49.99	5.89	49.99
83.78	49.99	2.25	12.67	11.33	43.78	41.22	49.99	49.99	49.99	5.88	49.99
